file,line,column,severity,pattern,snippet,suggested_fix
portal.html,3165,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3167,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3208,190,P2,directional-arrow-unicode,"'<button onclick=""openGamePlayer()"" style=""background:var(--green);color:var(--dark);border:none;border-radius:4px;padding:3px 10px;font-size:11px;font-weight:600;cursor:pointer"">▶ 玩</button>' +","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,3253,205,P2,directional-arrow-unicode,"? '<button onclick=""openGamePlayer()"" style=""margin-top:8px;padding:4px 16px;background:var(--green);color:var(--dark);border:none;border-radius:4px;font-size:12px;font-weight:600;cursor:pointer"">▶...","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,3322,34,P1,text-align-right,"'<span style=""width:30px;text-align:right;color:var(--text-dim)"">' + pct + '%</span>' +",text-align: end
portal.html,3531,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3533,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3535,24,P2,ascii-box-drawing,// ── Network Effect ────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3537,44,P2,directional-arrow-unicode,"desc_en:'High-score players share cards → friends sign up.',","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,3580,23,P2,ascii-box-drawing,// ── Commerce Loop ─────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3582,26,P2,directional-arrow-unicode,"desc_en:'Tiered score → coupon mapping.',","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,3619,20,P2,ascii-box-drawing,// ── Engagement ────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3692,31,P2,ascii-box-drawing,// ── Foundation (built-in) ─────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3916,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3918,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3926,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3928,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4034,50,P2,directional-arrow-unicode,return '<li>When <code>'+trig+'</code> → '+nActions+' action'+(nActions===1?'':'s')+'</li>';,"use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,4154,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4156,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4220,16,P0,js-style-left,tooltipEl.style.left = '50%';,use CSS class toggling inset-inline-start
portal.html,4236,16,P0,js-style-left,spotlightEl.style.left = `${rect.left - 8}px`;,use CSS class toggling inset-inline-start
portal.html,4246,16,P0,js-style-left,"tooltipEl.style.left = `${Math.max(20, rect.left)}px`;",use CSS class toggling inset-inline-start
portal.html,4251,16,P0,js-style-left,"tooltipEl.style.left = `${Math.max(20, rect.left)}px`;",use CSS class toggling inset-inline-start
portal.html,4345,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4347,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4394,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4397,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4451,25,P0,flex-direction-row,"<label style=""flex-direction:row;align-items:center"">","consider row + dir-aware override, or use logical flex"
portal.html,4779,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4781,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4939,6,P2,ascii-box-drawing,<!-- ─── Tutorial Engine Overlay ─────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4939,34,P2,ascii-box-drawing,<!-- ─── Tutorial Engine Overlay ─────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4951,62,P2,directional-arrow-unicode,"<button class=""tut-next"" onclick=""tutorialNext()"">Next →</button>","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,4958,6,P2,ascii-box-drawing,<!-- ─── Analytics View Module ───────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4958,32,P2,ascii-box-drawing,<!-- ─── Analytics View Module ───────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4961,6,P2,ascii-box-drawing,<!-- ─── Operations View Module ──────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4961,33,P2,ascii-box-drawing,<!-- ─── Operations View Module ──────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4964,6,P2,ascii-box-drawing,<!-- ─── Voucher Templates View Module ───────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4964,40,P2,ascii-box-drawing,<!-- ─── Voucher Templates View Module ───────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4967,6,P2,ascii-box-drawing,<!-- ─── Rules Editor View Module ────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4967,35,P2,ascii-box-drawing,<!-- ─── Rules Editor View Module ────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4970,6,P2,ascii-box-drawing,<!-- ─── Monitoring View Module ──────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4970,33,P2,ascii-box-drawing,<!-- ─── Monitoring View Module ──────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4973,6,P2,ascii-box-drawing,<!-- ─── Primitives Admin View Module ────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,4973,39,P2,ascii-box-drawing,<!-- ─── Primitives Admin View Module ────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
connect.html,104,54,P1,margin-right,.guarantees .check{color:#00FC00;font-weight:700;margin-right:6px},margin-inline-end
storefront.html,65,32,P2,ascii-box-drawing,/* ── Reveal animation utility ───────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,69,24,P2,ascii-box-drawing,/* ── Top bar (sticky) ───────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,103,12,P2,ascii-box-drawing,/* ── Hero ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,150,54,P0,right-positioning,position:absolute;top:calc(var(--header-h) + 14px);right:16px;z-index:5;,inset-inline-end
storefront.html,163,12,P2,ascii-box-drawing,/* ── Tabs ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,184,15,P2,ascii-box-drawing,/* ── Content ────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,189,17,P2,ascii-box-drawing,/* ── Card base ─────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,217,32,P2,ascii-box-drawing,/* ── Game card visual upgrade ──────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,238,12,P2,directional-arrow-unicode,content:'▶';color:var(--brand);font-size:36px;,"use icon class with .kix-icon-directional, or pair → with ← per dir"
storefront.html,243,15,P2,ascii-box-drawing,/* ── Reviews ──────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,288,14,P2,ascii-box-drawing,/* ── Stores ───────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,305,35,P2,ascii-box-drawing,/* ── Voucher card visual upgrade ──────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,313,32,P0,left-positioning,content:'';position:absolute;left:0;top:0;bottom:0;width:4px;,inset-inline-start
storefront.html,319,25,P1,margin-right,letter-spacing:-.02em;margin-right:8px;,margin-inline-end
storefront.html,322,13,P2,ascii-box-drawing,/* ── Toast ────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,324,30,P0,left-positioning,position:fixed;bottom:24px;left:50%;transform:translateX(-50%);,inset-inline-start
storefront.html,333,14,P2,ascii-box-drawing,/* ── Footer ───────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,342,16,P2,ascii-box-drawing,/* ── Tablet + ─────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,365,27,P2,ascii-box-drawing,/* ── Tight mobile (≤375) ──────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,370,49,P0,right-positioning,.follow-btn{padding:8px 14px;font-size:12.5px;right:12px},inset-inline-end
storefront.html,426,37,P2,ascii-box-drawing,/* ── Reveal-on-scroll observer ─────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,436,31,P2,ascii-box-drawing,/* ── Topbar scroll state ──────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,443,30,P2,ascii-box-drawing,/* ── SEO meta injection ──────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
storefront.html,462,16,P2,ascii-box-drawing,/* ── Load ─────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/scan.html,58,32,P2,ascii-box-drawing,// ── Parse incoming query ─────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/scan.html,70,21,P2,ascii-box-drawing,// ── Detection ────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,51,15,P2,ascii-box-drawing,/* ── Top Bar ───────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,55,3,P0,left-positioning,left: 0;,inset-inline-start
app/app.css,56,3,P0,right-positioning,right: 0;,inset-inline-end
app/app.css,101,18,P2,ascii-box-drawing,/* ── Bottom Nav ────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,105,3,P0,left-positioning,left: 0;,inset-inline-start
app/app.css,106,3,P0,right-positioning,right: 0;,inset-inline-end
app/app.css,159,22,P2,ascii-box-drawing,/* ── Main Container ────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,197,22,P2,ascii-box-drawing,/* ── Welcome / Hero ────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,210,23,P2,ascii-box-drawing,/* ── Cards (generic) ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,239,21,P2,ascii-box-drawing,/* ── Discover list ─────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,268,26,P2,ascii-box-drawing,/* ── Inbox / Push items ────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,283,3,P0,left-positioning,left: -3px;,inset-inline-start
app/app.css,304,18,P2,ascii-box-drawing,/* ── Game cards ────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,327,26,P2,ascii-box-drawing,/* ── Rewards / Vouchers ────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,344,3,P1,border-left,border-left: 3px solid var(--kix-primary);,border-inline-start*
app/app.css,361,15,P2,ascii-box-drawing,/* ── Profile ──────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,460,39,P2,ascii-box-drawing,/* ── Brand Welcome Overlay (QR scan) ──────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,498,30,P2,ascii-box-drawing,/* ── Loading / Empty States ───────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,526,13,P2,ascii-box-drawing,/* ── Toast ─────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,529,3,P0,left-positioning,left: 50%;,inset-inline-start
app/app.css,550,36,P2,ascii-box-drawing,/* ── Responsive: Tablet + Desktop ─────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.css,571,5,P0,flex-direction-row,flex-direction: row;,"consider row + dir-aware override, or use logical flex"
app/app.css,577,22,P0,right-positioning,.badge { top: 8px; right: 4px; },inset-inline-end
app/app.js,3,37,P2,directional-arrow-unicode,- Onboarding: device fingerprint → KiX ID (kid),"use icon class with .kix-icon-directional, or pair → with ← per dir"
app/app.js,12,16,P2,ascii-box-drawing,// ── Config ──────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,18,15,P2,ascii-box-drawing,// ── State ───────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,28,28,P2,ascii-box-drawing,// ── Device Fingerprint ──────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,48,21,P2,ascii-box-drawing,// ── API Helpers ─────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,79,22,P2,ascii-box-drawing,// ── UI Utilities ────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,104,20,P2,ascii-box-drawing,// ── Onboarding ──────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,140,17,P2,ascii-box-drawing,// ── Session ─────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,152,25,P2,ascii-box-drawing,// ── QR Scan Handler ─────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,191,15,P2,ascii-box-drawing,// ── Inbox ───────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,231,17,P2,ascii-box-drawing,// ── Rewards ─────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,247,15,P2,ascii-box-drawing,// ── Views ───────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,454,20,P2,ascii-box-drawing,// ── Navigation ──────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,473,28,P2,ascii-box-drawing,// ── Welcome (new user) ──────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,478,14,P2,ascii-box-drawing,// ── Init ────────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,526,32,P2,ascii-box-drawing,// ── Global window handlers ─────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
app/app.js,594,14,P2,ascii-box-drawing,// ── Boot ────────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,62,37,P2,ascii-box-drawing,// ── Resolve pixel id + endpoint ────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,92,66,P2,ascii-box-drawing,// ── Storage helpers (graceful when localStorage unavailable) ──────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,103,28,P2,ascii-box-drawing,// ── Device fingerprint ────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,127,23,P2,ascii-box-drawing,// ── User identity ─────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,132,49,P2,ascii-box-drawing,// ── Enhanced Conversions (hashed-PII cache) ───────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,173,42,P2,ascii-box-drawing,// ── Unique event-id (for CAPI dedup) ──────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,187,37,P2,ascii-box-drawing,// ── Core send (fire-and-forget) ───────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,237,28,P2,ascii-box-drawing,// ── Auto-fire pageview ────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,249,20,P2,ascii-box-drawing,// ── Public API ────────────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,383,45,P2,ascii-box-drawing,// ── Enhanced Conversions (hashed PII) ──────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/kix-pixel.js,386,25,P2,directional-arrow-unicode,// accumulate (email→phone→address) without losing earlier hashes.,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/kix-pixel.js,386,31,P2,directional-arrow-unicode,// accumulate (email→phone→address) without losing earlier hashes.,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/kix-pixel.js,638,37,P2,ascii-box-drawing,// ── WeChat Mini-Program adapter ────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/demo.html,30,33,P1,margin-left,header nav a { color: #fff; margin-left: 18px; text-decoration: none; font-size: 14px; opacity: .9; },margin-inline-start
sdk/demo.html,77,7,P1,margin-left,margin-left: 12px;,margin-inline-start
sdk/demo.html,243,42,P2,directional-arrow-unicode,(data !== undefined ? ' → ' + (typeof data === 'object' ? JSON.stringify(data) : data) : '');,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/kix.js,182,36,P0,right-positioning,'.kix-sdk-fab{position:fixed;right:20px;bottom:20px;width:60px;height:60px;border-radius:50%;background:' + color + ';color:#fff;display:flex;align-items:center;justify-content:center;font:600 22px...,inset-inline-end
sdk/kix.js,184,60,P0,right-positioning,"'.kix-sdk-fab .kix-sdk-dot{position:absolute;top:6px;right:6px;width:12px;height:12px;border-radius:50%;background:#ff4757;border:2px solid #fff}',",inset-inline-end
sdk/kix.js,185,38,P0,right-positioning,"'.kix-sdk-panel{position:fixed;right:20px;bottom:90px;width:350px;height:500px;background:#fff;border-radius:16px;box-shadow:0 16px 40px rgba(0,0,0,.25);z-index:2147483601;display:flex;flex-directi...",inset-inline-end
sdk/kix.js,202,88,P1,border-left,"'.kix-sdk-quest{padding:10px;background:#fafafd;border-radius:8px;margin-top:8px;border-left:3px solid ' + color + '}',",border-inline-start*
sdk/kix.js,209,56,P0,right-positioning,"'.kix-sdk-modal-close{position:absolute;top:10px;right:14px;background:rgba(0,0,0,.5);color:#fff;border:none;width:32px;height:32px;border-radius:50%;cursor:pointer;font-size:18px;z-index:2}',",inset-inline-end
sdk/kix.js,214,51,P0,right-positioning,"'.kix-sdk-toast{position:fixed;bottom:100px;right:20px;background:' + color + ';color:#fff;padding:12px 16px;border-radius:10px;font:14px system-ui,sans-serif;box-shadow:0 6px 20px rgba(0,0,0,.25);...",inset-inline-end
sdk/kix.js,216,47,P0,right-positioning,'@media(max-width:480px){.kix-sdk-panel{right:0;bottom:0;width:100%;height:100%;border-radius:0}.kix-sdk-fab{right:14px;bottom:14px}}',inset-inline-end
sdk/kix.js,216,116,P0,right-positioning,'@media(max-width:480px){.kix-sdk-panel{right:0;bottom:0;width:100%;height:100%;border-radius:0}.kix-sdk-fab{right:14px;bottom:14px}}',inset-inline-end
sdk/portal-views/monitoring.js,1,4,P2,ascii-box-drawing,/* ─── Monitoring View ────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,1,24,P2,ascii-box-drawing,/* ─── Monitoring View ────────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,10,4,P2,ascii-box-drawing,* ──────────────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,53,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,55,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,101,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,103,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,154,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,156,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,197,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/monitoring.js,199,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,1,4,P2,ascii-box-drawing,/* ─── Ads Manager View ───────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,1,25,P2,ascii-box-drawing,/* ─── Ads Manager View ───────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,17,4,P2,ascii-box-drawing,* ──────────────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,62,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,64,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,208,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,210,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,378,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,380,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,385,45,P2,directional-arrow-unicode,"<p class=""mon-info"">门店地理围栏：用户进入半径范围 → 自动推送游戏 → 拉到店 / Geofence pushes game when user enters radius.</p>","use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/ads.js,385,54,P2,directional-arrow-unicode,"<p class=""mon-info"">门店地理围栏：用户进入半径范围 → 自动推送游戏 → 拉到店 / Geofence pushes game when user enters radius.</p>","use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/ads.js,445,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,447,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,494,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/ads.js,496,8,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/voucher_templates.js,2,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/voucher_templates.js,7,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/voucher_templates.js,254,36,P1,text-align-left,"'<p class=""empty"" style=""text-align:left"">ConditionsBuilder not loaded — conditions will be empty.</p>';",text-align: start
sdk/portal-views/primitives_admin.js,48,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,50,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,103,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,105,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,159,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,161,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,220,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,222,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,279,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,281,8,P2,ascii-box-drawing,// ════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/primitives_admin.js,300,81,P2,directional-arrow-unicode,<span>${e.start_at ? new Date(e.start_at).toLocaleString() : '?'} → ${e.end_at ? new Date(e.end_at).toLocaleString() : '?'}</span>,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/analytics.js,42,25,P2,directional-arrow-unicode,// Object map → array,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/analytics.js,236,39,P2,directional-arrow-unicode,<span>↓ 流失 / Drop-off (issue→validate): <strong>${dropValidation.toFixed(1)}%</strong></span>,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/analytics.js,237,42,P2,directional-arrow-unicode,<span>↓ 流失 / Drop-off (validate→redeem): <strong>${dropRedemption.toFixed(1)}%</strong></span>,"use icon class with .kix-icon-directional, or pair → with ← per dir"
sdk/portal-views/rules_editor.js,2,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
sdk/portal-views/rules_editor.js,6,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
